S	5100000055
S	5100000810
S	5100001059
S	5100001112
S	5100001344
Int	5100002046
S	5100002120
S	5100003397
S	5100004066
S	5100004768
S	5100005037
S	5100005242
S	5100005329
S	5100005342
Int	5100005502
S	5100005578
S	5100005812
Int	5100005951
S	5100005979
S	5100007203
S	5100007622
S	5100009220
S	5100009334
S	5100009616
S	5100010950
S	5100011298
S	5100011975
S	5100012888
S	5100014459
Int	5100014515
S	5100014538
S	5100015499
S	5100016717
S	5100017245
S	5100017381
S	5100017925
S	5100018129
S	5100020089
S	5100020663
S	5100021024
S	5100022134
S	5100022306
S	5100023199
Int	5100023715
S	5100024374
S	5100025048
S	5100025244
S	5100025632
S	5100026450
S	5100026763
Int	5100027334
S	5100027536
S	5100028313
S	5100028520
S	5100028585
S	5100028699
S	5100028732
S	5100029272
S	5100029294
S	5100030058
Int	5100030707
S	5100030861
S	5100030920
Int	5100032752
S	5100032760
S	5100033910
S	5100033915
S	5100034312
S	5100035416
S	5100035420
S	5100035549
S	5100035670
S	5100036327
Int	5100036395
S	5100036971
S	5100037235
S	5100037674
S	5100037812
S	5100037860
S	5100038986
S	5100039105
S	5100039148
S	5100040952
Int	5100041347
S	5100041472
Int	5100041708
S	5100041775
S	5100042270
Int	5100042375
S	5100042389
S	5100042498
S	5100043401
S	5100044204
Int	5100044207
S	5100044747
S	5100045430
S	5100046678
S	5100047223
S	5100047468
S	5100047833
Int	5100047904
S	5100048480
S	5100048584
Int	5100049071
Int	5100050201
S	5100050320
S	5100050382
S	5100050648
S	5100050742
S	5100050988
S	5100051679
S	5100053551
S	5100053574
S	5100054657
S	5100054949
S	5100055217
S	5100055726
S	5100055873
S	5100055911
S	5100056993
S	5100057013
S	5100057116
S	5100057655
S	5100058469
S	5100058517
S	5100059609
S	5100059665
S	5100059784
S	5100060464
S	5100060915
S	5100060956
Int	5100061558
S	5100061758
S	5100062002
S	5100062379
S	5100062507
S	5100062641
Int	5100063733
S	5100064465
S	5100065145
S	5100065589
S	5100067034
S	5100067241
S	5100067472
S	5100067861
S	5100067865
S	5100067965
S	5100067995
S	5100068328
S	5100068601
S	5100068716
Int	5100068720
S	5100069179
S	5100070149
Int	5100070317
S	5100070592
